id,text,timestamp,user,location,politician,party,source,true_sentiment
583,today New poll data shows shifting voter preferences in Sydney region. #VoterRights,2024-11-02,user_104,Sydney,DeSantis,TMC,Synthetic,neutral
584,"Biden's leadership, crime rates in California have dropped significantly. #PoliticsDaily",2024-04-08,user_796,California,Biden,AAP,Synthetic,positive
585,statement Yogi Adityanath signs executive order; legal challenges anticipated from Republicans. #PoliticsDaily,2024-06-16,user_430,California,Yogi Adityanath,Republicans,Synthetic,neutral
586,"statement Finally, a leader Amit Shah who understands the needs of the youth. #NewsUpdate",2024-01-07,user_498,California,Amit Shah,Conservatives,Synthetic,positive
587,DeSantis's policies are deztroyin' small businesses across California. Unacceptable! #Fraud,2024-09-12,user_204,California,DeSantis,TMC,Synthetic,negative
588,LibDems announced cabinet reshuffle ahead of the parliamentary session. #PoliticsDaily,2024-12-21,user_236,Texas,Sunak,LibDems,Synthetic,neutral
589,official Extremely disappointed with Modi's lack of action on climate change. #Resign,2024-09-14,user_701,Maharashtra,Modi,Labour,Synthetic,negative
590,Sunak delivered an outstanding speech on economic recovery today. Real leadership! #UnitedWeStand,2024-07-10,user_610,California,Sunak,Democrats,Synthetic,positive
591,Survey shows mixed public opinion on Conservatives's latest immigration policy. #BreakingNews,2024-06-17,user_237,Texas,Obama,Conservatives,Synthetic,neutral
592,The new INC (Congress) policy is a breath of fresh air for the induztry. #BreakingNews,2024-04-15,user_652,Sydney,Obama,INC (Congress),Synthetic,positive
593,government Record GDP growth under Conservatives leadership. The economy is thriving! #GlobalPolitics,2024-03-13,user_309,California,Biden,Conservatives,Synthetic,positive
594,official Local elections in Texas expected to be closely contested by Republicans. #VoterRights,2024-03-25,user_838,Texas,Harris,Republicans,Synthetic,neutral
595,update Scandal after scandal with DeSantis. When will the accountability come? #EndThis,2024-02-10,user_468,Delhi,DeSantis,Conservatives,Synthetic,negative
596,update Rahul Gandhi met with world leaders at the G20 summit in Texas. #PolicyDebate,2025-01-25,user_490,Texas,Rahul Gandhi,AAP,Synthetic,neutral
597,news Local elections in expected Florida to be closely contested by Republicans. #VoterRights,2024-06-19,user_239,Florida,Rahul Gandhi,Republicans,Synthetic,neutral
598,TMC's new budget plan is exactly what the middle class needs. Great work! #BuildBackBetter,2024-07-10,user_493,California,Sunak,TMC,Synthetic,positive
599,Arvind Kejriwal united the divided nation with his remarkable yesterday. #BidenHarris2024,2025-01-29,user_869,Berlin,Arvind Kejriwal,BJP,Synthetic,positive
600,policy The new INC (Congress) bill has some good points but also many flaws. A mixed bag for Gujarat.,2024-07-04,user_746,Gujarat,Sunak,INC (Congress),Synthetic,neutral
601,Democrats consistently delivers its promises. Strong governance is visible. #IndiaNews,2024-01-07,user_219,Texas,Sunak,Democrats,Synthetic,positive
602,Survey shows mixed public opinion on latest immigration policy. #PoliticsDaily,2024-09-13,user_645,Delhi,Macron,Republicans,Synthetic,neutral
603,How many more scandals before Yogi Adityanath is held is responsible? Enough enough! #Resign,2024-01-04,user_272,Florida,Yogi Adityanath,AAP,Synthetic,negative
604,statement TMC released its new policy framework for the upcoming term. #PoliticsDaily,2024-07-10,user_290,Sydney,Trudeau,TMC,Synthetic,neutral
605,policy Sunak met with world leaders at the G20 summit California. #NewsUpdate,2025-01-23,user_296,California,Sunak,Labour,Synthetic,neutral
606,today Obam4 addrezzed parliament on state of national security. #PoliticsDaily,2024-04-30,user_589,Gujarat,Obama,AAP,Synthetic,neutral
607,government Can't believe Republicans raised taxes again while corruption runs in Sydney. #Fraud,2024-01-04,user_484,Sydney,Arvind Kejriwal,Republicans,Synthetic,negative
608,today Mamata Banerjee signs executive order; legal challenges anticipated from LibDems. #PolicyDebate,2024-05-02,user_469,Florida,Mamata Banerjee,LibDems,Synthetic,neutral
609,So proud of what AAP has accomplished this term. Unemployment is down! #PoliticsDaily,2024-03-12,user_126,Delhi,Yogi Adityanath,AAP,Synthetic,positive
610,"Under Mamata Banerjee's leadership, crime rates in Florida have dropped significantly. #PoliticsDaily",2024-01-02,user_753,Florida,Mamata Banerjee,Republicans,Synthetic,positive
611,Trudeau addressed parliament on the state of national security. #USPolitics,2024-09-05,user_509,Sydney,Trudeau,INC (Congress),Synthetic,neutral
612,How many more scandals before Sunak is held responsible? Enough is enough! #USPolitics,2024-04-09,user_829,Maharashtra,Sunak,Republicans,Synthetic,negative
613,LibDems has been in power for years and Sydney is still in shambles. #USPolitics,2024-03-27,user_556,Sydney,Harris,LibDems,Synthetic,negative
614,Trump sold out to corporate intereztz. The common man means to them. #Exposed,2024-04-22,user_836,California,Trump,TMC,Synthetic,negative
615,government TMC has been in power for years and Berlin is still in shambles. #PolicyDebate,2025-01-27,user_715,Berlin,Obama,TMC,Synthetic,negative
616,today The poor get poorer under INC (Congress)'s watch. Trickle-down economics is 4 lie! #PolicyDebate,2024-02-15,user_448,Delhi,Trump,INC (Congress),Synthetic,negative
617,statement Local elections in Berlin expected closely to be contested by Conservatives. #USPolitics,2024-06-12,user_889,Berlin,Sunak,Conservatives,Synthetic,neutral
618,official The lies told by Modi during the now election are crystal clear. Disgraceful. #NewsUpdate,2024-11-03,user_390,California,Modi,Labour,Synthetic,negative
619,Democrats announced cabinet reshuffle ahead of the parliamentary session.,2024-12-26,user_485,Maharashtra,Harris,Democrats,Synthetic,neutral
620,Biden secured a historic trade deal today. This will create millions of jobs!,2024-06-02,user_934,Texas,Biden,INC (Congress),Synthetic,positive
621,"Finally, a leader like Yogi Adityanath who understands the needs of the youth. #NewsUpdate",2024-09-27,user_844,Sydney,Yogi Adityanath,Labour,Synthetic,positive
622,"Finally, a leader like Obama understands who the needs of the youth. #NewsUpdate",2024-03-11,user_552,California,Obama,BJP,Synthetic,positive
623,update TMC's new budget plan is exactly what the middle class needs. work! #BuildBackBetter Great,2024-03-16,user_485,Florida,Sunak,TMC,Synthetic,positive
624,Rahul Gandhi handle international relations with such grace and dignity. #PoliticsDaily,2024-03-17,user_742,Sydney,Rahul Gandhi,Labour,Synthetic,positive
625,Can't believe AAP raised taxes again while rampant corruption runs in California. #NeverAgain,2024-12-03,user_191,California,Sunak,AAP,Synthetic,negative
626,news TMC cabinet reshuffle ahead of the parliamentary session. #PolicyDebate,2024-10-20,user_591,Delhi,Macron,TMC,Synthetic,neutral
627,today Record GDP growth under Republicans leadership. The economy is thriving! #USPolitics,2024-10-02,user_289,Texas,Obama,Republicans,Synthetic,positive
628,"Finally, a leader like Rahul Gandhi who understands the needs of the youth. #PolicyDebate",2024-11-29,user_227,Delhi,Rahul Gandhi,Democrats,Synthetic,positive
629,news Scandal after scandal with Macron. When will come? the #Scam,2025-01-20,user_135,Berlin,Macron,Conservatives,Synthetic,negative
630,Analysts are divided on Trump's economic proposals. recent #VoterRights,2024-12-03,user_646,Florida,Trump,Republicans,Synthetic,neutral
631,The new Labour bill has some good points but also many flaws. A mixed bag for Gujarat.,2024-12-05,user_939,Gujarat,Arvind Kejriwal,Labour,Synthetic,neutral
632,Inflation is through roof under the Conservatives's mismanagement. Families are suffering. #Liar,2024-10-08,user_361,Sydney,Biden,Conservatives,Synthetic,negative
633,official Record GDP growth under AAP leadership. The economy is thriving! #IndiaNews,2024-11-20,user_813,Texas,Obama,AAP,Synthetic,positive
634,news The new Conservatives policy is a breath of fresh air for the #HopeAndChange,2024-05-18,user_227,Maharashtra,Yogi Adityanath,Conservatives,Synthetic,positive
635,update Amit Shah just announced a major healthcare reform. This is what we voted for! #Election2024,2024-05-20,user_110,Delhi,Amit Shah,Republicans,Synthetic,positive
636,update Record GDP growth under AAP leadership. The economy thriving! #UnitedWeStand,2024-02-18,user_641,California,Trump,AAP,Synthetic,positive
637,Watching Modi handle international relations with and grace such dignity. #BidenHarris2024,2024-07-25,user_588,Florida,Modi,BJP,Synthetic,positive
638,Mamat4 Banerjee delivered an outstanding speech on economic recovery today. Real leadership! #GlobalPolitics,2025-01-06,user_754,Florida,Mamata Banerjee,Labour,Synthetic,positive
639,statement Conservatives is tearing this country apart with its divisive rhetoric. #Scam,2025-01-02,user_933,Delhi,Modi,Conservatives,Synthetic,negative
640,government Incredible infrastructure development happening under DeSantis's watch in Berlin. #BreakingNews,2024-03-25,user_689,Berlin,DeSantis,BJP,Synthetic,positive
641,"While Biden claims success, the situation Florida remains complicated. #PolicyDebate",2024-09-11,user_627,Florida,Biden,Republicans,Synthetic,neutral
642,The poor get poorer under LibDems's watch. Trickle-down economics is a lie! #Corrupt,2025-01-18,user_453,Berlin,Yogi Adityanath,LibDems,Synthetic,negative
643,Local elections in Sydney expected to be closely contested by LibDems. #PolicyDebate,2024-02-08,user_475,Sydney,DeSantis,LibDems,Synthetic,neutral
644,So of what Labour has accomplished this term. Unemployment is down! #BreakingNews,2025-01-27,user_978,Maharashtra,Trudeau,Labour,Synthetic,positive
645,Trump met with world leaders at the G20 summit in Florida. #IndiaNews,2024-01-19,user_574,Florida,Trump,BJP,Synthetic,neutral
646,official Mamata Banerjee's foreign policy has embarrassed us on the world stage. Shameful. #Corrupt,2024-06-30,user_109,Sydney,Mamata Banerjee,TMC,Synthetic,negative
647,The debate between Trump and teh opposition drew millions of viewers. #PoliticsDaily,2025-01-28,user_772,Gujarat,Trump,AAP,Synthetic,neutral
648,The poor get poorer under Conservatives's economics watch. is a lie! #PoliticsDaily,2025-01-17,user_544,Gujarat,Obama,Conservatives,Synthetic,negative
649,government The lies told Biden by during the election are now crystal clear. Disgraceful. #Exposed,2024-12-06,user_372,California,Biden,INC (Congress),Synthetic,negative
650,"Wait, Trump actually thinks this plan will work? It's a disaster. #USPolitics",2024-09-13,user_843,Gujarat,Trump,AAP,Synthetic,negative
651,Watching Sunak handle international relations such grace and dignity. #UnitedWeStand,2024-12-13,user_949,Texas,Sunak,AAP,Synthetic,positive
652,Modi united the divided nation with his yesterday. speech remarkable #USPolitics,2025-01-27,user_217,Sydney,Modi,AAP,Synthetic,positive
653,"update Everyone is talking about Trudeau. Some love it, some hate it. What do you think? #BreakingNews",2024-11-20,user_252,California,Trudeau,BJP,Synthetic,neutral
654,news The poor get under poorer watch. Trickle-down economics is a lie! #Failed,2024-11-20,user_336,Texas,DeSantis,Republicans,Synthetic,negative
655,today DeSantis met with world leaders at the G20 summit in Delhi. #Election2024,2024-12-30,user_528,Delhi,DeSantis,INC (Congress),Synthetic,neutral
656,government Scandal after scandal with DeSantis. the will When accountability come? #Failed,2024-09-08,user_472,Sydney,DeSantis,INC (Congress),Synthetic,negative
657,Watching Modi handle international relations wiht such grace and dignity. #MAGA,2025-02-02,user_703,Berlin,Modi,BJP,Synthetic,positive
658,Amit Shah addressed parliament on the of national state #IndiaNewz,2024-04-07,user_297,California,Amit Shah,INC (Congress),Synthetic,neutral
659,Sunak just announced a major healthcare reform. This is what we voted for! #PolicyDebate,2024-03-19,user_144,Berlin,Sunak,TMC,Synthetic,positive
660,"Finally, a leader like Harris who understands the needs of the youth. #Democracy",2024-07-06,user_559,Delhi,Harris,Conservatives,Synthetic,positive
661,news Yogi Adityanath's policies are destroying small businesses across Delhi. Unacceptable! #USPolitics,2024-03-07,user_396,Delhi,Yogi Adityanath,Republicans,Synthetic,negative
662,update The poor get poorer under Democrats's watch. Trickle-down economics is a lie! #USPolitics,2024-10-14,user_898,California,Biden,Democrats,Synthetic,negative
663,Interesting to see Rahul Gandhi and working AAP together. Not sure if this is good or bad. #NewsUpdate,2024-09-25,user_365,Florida,Rahul Gandhi,AAP,Synthetic,neutral
664,Conservatives consistently delivers its promises. on Strong governance is visible. #PolicyDebate,2024-03-09,user_376,Florida,Obama,Conservatives,Synthetic,positive
665,New poll data shows shifting preferences in California region. #BreakingNews,2024-12-27,user_662,California,Trudeau,Democrats,Synthetic,neutral
666,today signs executive order; legal challenges anticipated from Labour. #IndiaNews,2024-01-09,user_650,Delhi,Obama,Labour,Synthetic,neutral
667,Yogi Adityanath addressed parliament on the state of national security. #IndiaNews,2024-05-17,user_308,Delhi,Yogi Adityanath,Republicans,Synthetic,neutral
668,government Proud to be a AAP supporter. Our valuez align with national progress. #IndiaFirst,2024-03-31,user_293,Texas,Mamata Banerjee,AAP,Synthetic,positive
669,Mamata Banerjee is the worst thing to happen to Texas in decades. Step down NOW. #Corrupt,2024-03-14,user_173,Texas,Mamata Banerjee,TMC,Synthetic,negative
670,The poor get poorer under Conservatives's watch. Trickle-down economics is a lie!,2024-01-11,user_212,Gujarat,Rahul Gandhi,Conservatives,Synthetic,negative
671,Democrats has been in power for years and Sydney is still in shambles. #EndThis,2024-01-05,user_910,Sydney,Trudeau,Democrats,Synthetic,negative
672,New poll data shows shifting voter preferences in Maharashtra region. #PoliticsDaily,2024-10-05,user_808,Maharashtra,Trump,LibDems,Synthetic,neutral
673,"today I used to support after but LibDems, recent speech in Berlin, I'm not zo sure anymore.",2024-04-25,user_800,Berlin,Obama,LibDems,Synthetic,neutral
674,Scandal after scandal with When Rahul Gandhi. will the accountability come? #NeverAgain,2024-04-01,user_538,Gujarat,Rahul Gandhi,Republicans,Synthetic,negative
675,Amit Shah addressed parliament on the state of national security. #GlobalPolitics,2024-12-30,user_917,Texas,Amit Shah,INC (Congress),Synthetic,neutral
676,Opposition responds to Trump's budget address with mixed reactions. #NewsUpdate,2024-02-04,user_215,Texas,Trump,Democrats,Synthetic,neutral
677,statement Voters in Florida will head to the polls next week as Mamata campaigns. #PoliticsDaily,2024-07-30,user_716,Florida,Mamata Banerjee,AAP,Synthetic,neutral
678,Interesting to see Macron and INC (Congress) working together. Not sure if this is good or bad. #GlobalPolitics,2024-07-15,user_185,Texas,Macron,INC (Congress),Synthetic,neutral
679,statement Mamata Banerjee just announced a major healthcare reform. This is what we voted for! #IndiaFirst,2024-02-26,user_161,California,Mamata Banerjee,AAP,Synthetic,positive
680,official Incredible infrastructure development happening under Modi's in Texas. watch #IndiaNews,2024-07-12,user_850,Texas,Modi,INC (Congress),Synthetic,positive
681,today Biden held a press conference today addressing the ongoing negotiations. #PoliticsDaily,2024-05-05,user_178,Maharashtra,Biden,AAP,Synthetic,neutral
682,statement The policies of Biden have genuinely improved lives in Texas. Keep it up! #USPolitics,2024-08-15,user_900,Texas,Biden,AAP,Synthetic,positive
683,Yogi Watching Adityanath handle international relations wiht such grace and dignity. #Progress,2024-10-10,user_828,Florida,Yogi Adityanath,Democrats,Synthetic,positive
684,"Under Trudeau's leadership, crime rates in Florida have dropped significantly. #BreakingNews",2024-04-18,user_510,Florida,Trudeau,BJP,Synthetic,positive
685,official Record GDP growth under Democrats leadership. The economy is thriving! #HopeAndChange,2024-06-09,user_768,California,Mamata Banerjee,Democrats,Synthetic,positive
686,policy Scandal after scandal with Yogi Adityanath. When will the accountability come? #Failed,2025-02-02,user_966,Delhi,Yogi Adityanath,AAP,Synthetic,negative
687,government Modi is the worst htin' to happen to California decades. Step down NOW. #Scam,2024-01-17,user_346,California,Modi,Democrats,Synthetic,negative
688,by Excellent initiative Obama to support rural development. #BidenHarris2024,2024-06-10,user_869,Sydney,Obama,Republicans,Synthetic,positive
689,update Watching Rahul Gandhi handle international relations with such grace and dignity. #Election2024,2024-10-27,user_989,Texas,Rahul Gandhi,INC (Congress),Synthetic,positive
690,government Voters in Florida will head to the polls next week Trudeau campaignz. #NewsUpdate,2024-11-30,user_244,Florida,Trudeau,Democrats,Synthetic,neutral
691,Macron met with world leaders at the G20 summit in Maharashtra. #NewsUpdate,2025-01-31,user_799,Maharashtra,Macron,Labour,Synthetic,neutral
692,update Rahul Gandhi's policies are destroying small businesses across California. Unacceptable! #Liar,2025-02-04,user_189,California,Rahul Gandhi,Conservatives,Synthetic,negative
693,policy Analysts are divided on Kejriwal's recent economic proposals. #NewsUpdate,2025-01-30,user_571,Gujarat,Arvind Kejriwal,Republicans,Synthetic,neutral
694,"today Everyone is talking about Obama. Some love it, some hate it. What do you think? #NewsUpdate",2024-11-13,user_796,Florida,Obama,TMC,Synthetic,neutral
695,official Experts weigh in on TMC's five-year development plan. #USPolitics,2024-11-25,user_158,Maharashtra,Harris,TMC,Synthetic,neutral
696,Voters in Sydney will head to the polls next week as Sunak campaigns. #PoliticsDaily,2024-06-27,user_577,Sydney,Sunak,Conservatives,Synthetic,neutral
697,LibDems released new its policy for the upcoming term. #PoliticsDaily,2024-12-25,user_859,Gujarat,Arvind Kejriwal,LibDems,Synthetic,neutral
698,"policy Everyone is talking about Arvind Kejriwal. Some love it, some hate it. What do you think? #Election2024",2025-01-31,user_489,Florida,Arvind Kejriwal,Republicans,Synthetic,neutral
699,policy Extremely disappointed with Biden's lack of action on climate change. #Exposed,2024-02-11,user_405,Delhi,Biden,INC (Congress),Synthetic,negative
700,statement The latest TMC scandal is just the tip of the iceberg. #Exposed,2025-01-20,user_404,Delhi,Trudeau,TMC,Synthetic,negative
701,Survey shows mixed public opinion on Conservatives's latest immigration policy. #PolicyDebate,2024-12-20,user_684,Maharashtra,Harris,Conservatives,Synthetic,neutral
702,"I used to support Democrats, but after Rahul Gandhi's recent speech in California, I'm not so sure anymore.",2024-06-11,user_114,California,Rahul Gandhi,Democrats,Synthetic,neutral
703,Harris met with world leaders at summit the G20 in Texas. #USPolitics,2024-11-23,user_692,Texas,Harris,TMC,Synthetic,neutral
704,government Trump secured a historic trade deal today. This will create millions of jobs! #BreakingNews,2024-12-13,user_690,California,Trump,Democrats,Synthetic,positive
705,Biden delivered an outstanding speech on economic recovery today. Real leadership! #PeaceAndProsperity,2024-08-21,user_523,Maharashtra,Biden,INC (Congress),Synthetic,positive
706,"Wait, Rahul Gandhi actually thinks this plan will work? It's a disaster. #BreakingNews",2024-10-10,user_709,Maharashtra,Rahul Gandhi,INC (Congress),Synthetic,negative
707,news Survey shows mixed public opinion on LibDems's latest immigration policy. #IndiaNews,2024-02-20,user_189,Delhi,Harris,LibDems,Synthetic,neutral
708,Macron has completely failed the working class. Another #BreakingNews promise. broken,2024-04-18,user_328,Berlin,Macron,Republicans,Synthetic,negative
709,Watching Macron handle international relations with such grace and dignity. #BuildBackBetter,2024-11-26,user_820,Delhi,Macron,TMC,Synthetic,positive
710,update Macron shows true compassion for ordinary citizens. A leader for the people! #IndiaFirst,2024-12-10,user_347,Sydney,Macron,AAP,Synthetic,positive
711,Biden held a press conference today addressing the ongoing budget negotiations. #Election2024,2024-07-19,user_297,Sydney,Biden,AAP,Synthetic,neutral
712,government Opposition responds to Mamat4 Banerjee's budget with address mixed reactions. #GlobalPolitics,2024-03-05,user_616,Sydney,Mamata Banerjee,AAP,Synthetic,neutral
713,"update While Trump claims success, the situation in Florida remains complicated. #NewsUpdate",2024-01-15,user_732,Florida,Trump,AAP,Synthetic,neutral
714,"news Another day, another from failure the LibDems administration in Berlin.",2025-01-06,user_898,Berlin,Sunak,LibDems,Synthetic,negative
715,statement Can't believe raised AAP taxes again while corruption runs rampant in Florida. #Fraud,2024-03-03,user_209,Florida,Macron,AAP,Synthetic,negative
716,The policiez of Harris have lives improved genuinely in Florida. Keep it #ModiForIndia,2024-04-17,user_803,Florida,Harris,BJP,Synthetic,positive
717,to be Proud a AAP Our values align with national progress. #HopeAndChange,2024-10-06,user_105,Maharashtra,Rahul Gandhi,AAP,Synthetic,positive
718,The lies told by Harris during the election are now crystal clear. Disgraceful. #Exposed,2024-07-05,user_217,Florida,Harris,LibDems,Synthetic,negative
719,official Democrats has been in power for years and Maharashtra is still #EndThis shambles. in,2024-05-30,user_578,Maharashtra,DeSantis,Democrats,Synthetic,negative
720,The new TMC policy is a breath of fresh air for the industry. #NewsUpdate,2024-07-20,user_205,Delhi,Sunak,TMC,Synthetic,positive
721,today Mamata Banerjee secured a historic trade deal today. This will create millions of jobs! #USPolitics,2024-11-06,user_492,Texas,Mamata Banerjee,BJP,Synthetic,positive
722,statement The new Conservatives bill has some good points but also many flaws. A mixed bag for Maharashtra.,2024-11-26,user_643,Maharashtra,Rahul Gandhi,Conservatives,Synthetic,neutral
723,government AAP released its new policy framework for the upcoming term. #NewsUpdate,2024-07-09,user_248,Sydney,Modi,AAP,Synthetic,neutral
724,Macron has completely failed the working class. Another broken promise. #Election2024,2024-04-29,user_675,Berlin,Macron,INC (Congress),Synthetic,negative
725,"While Trump claims success, situation in Florida remains complicated. #BreakingNews",2024-12-09,user_176,Florida,Trump,AAP,Synthetic,neutral
726,government The AAP new bill has some good points also many flaws. A mixed bag for Delhi.,2024-10-29,user_492,Delhi,Mamata Banerjee,AAP,Synthetic,neutral
727,DeSantis held a press conference today addressing the ongoing budget negotiations. #Election2024,2024-09-27,user_140,Florida,DeSantis,Democrats,Synthetic,neutral
728,today Excellent initiative by Modi to support rural development. #UnitedWeStand,2024-10-11,user_893,Berlin,Modi,Democrats,Synthetic,positive
729,Record GDP growth under TMC leadership. The economy is thriving! #PeaceAndProsperity,2024-07-10,user_732,Sydney,Modi,TMC,Synthetic,positive
730,Trump held a press conference today addressing the ongoing budget negotiations. #Election2024,2024-10-02,user_105,California,Trump,Democrats,Synthetic,neutral
731,Can't believe Democrats raised while again taxes corruption runs rampant in Florida. #NeverAgain,2024-03-28,user_241,Florida,Sunak,Democrats,Synthetic,negative
732,Voters in Berlin will head to the polls next week as Mamata Banerjee campaigns. #USPolitics,2024-08-16,user_784,Berlin,Mamata Banerjee,TMC,Synthetic,neutral
733,"While Trump claims success, the situation in California remains complicated. #PolicyDebate",2024-05-15,user_884,California,Trump,LibDems,Synthetic,neutral
734,"statement Finally, 4 leader like Obam4 who understands teh needs of teh youth. #IndiaFirst",2024-01-07,user_786,Maharashtra,Obama,Republicans,Synthetic,positive
735,Inflation is through the roof under TMC's mismanagement. Families are suffering. #USPolitics,2024-09-15,user_208,Delhi,DeSantis,TMC,Synthetic,negative
736,today Survey shows mixed public opinion on Conservatives's latest immigration policy. #PolicyDebate,2024-12-17,user_414,Maharashtra,Harris,Conservatives,Synthetic,neutral
737,policy Republicans is tearing this country apart with its divisive rhetoric. #NeverAgain,2024-09-28,user_563,Texas,Trudeau,Republicans,Synthetic,negative
738,"Finally, a leader like Modi who understands the needs of the youth. #ModiForIndia",2024-08-13,user_379,Berlin,Modi,BJP,Synthetic,positive
739,The poor get Republicans's poorer under watch. Trickle-down economics is a lie! #BreakingNews,2024-12-14,user_151,Sydney,Modi,Republicans,Synthetic,negative
740,news Yogi Adityanath sold out to corporate interests. The common man means nothing to them. #NeverAgain,2024-07-26,user_501,Berlin,Yogi Adityanath,Conservatives,Synthetic,negative
741,news Republicans committee to healthcare spending over the next quarter. #IndiaNews,2024-01-02,user_196,California,Rahul Gandhi,Republicans,Synthetic,neutral
742,LibDems committee to review healthcare spending over the next quarter. #IndiaNews,2024-06-19,user_566,Gujarat,Harris,LibDems,Synthetic,neutral
743,How many more scandals Harris is before held responsible? Enough is enough! #Election2024,2024-10-25,user_101,Gujarat,Harris,Democrats,Synthetic,negative
744,Conservatives released its new policy framework for the upcoming term. #Election2024,2024-03-26,user_873,Gujarat,Arvind Kejriwal,Conservatives,Synthetic,neutral
745,statement Incredible infrastructure development happening under Harris's watch in Berlin. #Election2024,2024-08-22,user_113,Berlin,Harris,Republicans,Synthetic,positive
746,The new INC (Congress) bill has some good points but also many flaws. A mixed bag for Florida.,2024-12-17,user_631,Florida,Trudeau,INC (Congress),Synthetic,neutral
747,Survey shows mixed public opinion on Democrats's immigration policy. #Breakin'Newz,2024-07-03,user_311,Texas,Sunak,Democrats,Synthetic,neutral
748,The poor get poorer under Republicans's watch. Trickle-down economics is a lie! #NeverAgain,2024-09-26,user_279,California,Sunak,Republicans,Synthetic,negative
749,news The poor get poorer under INC (Congress)'s watch. Trickle-down economics is a lie! #VoterRights,2024-11-09,user_225,Maharashtra,Obama,INC (Congress),Synthetic,negative
750,Rahul Gandhi is the worst thing to happen to Maharashtra in decades. Step down NOW. #NeverAgain,2024-05-28,user_738,Maharashtra,Rahul Gandhi,TMC,Synthetic,negative
751,statement Extremely disappointed with Amit lack Shah's action on climate change. #Accountability,2024-08-08,user_460,Florida,Amit Shah,Labour,Synthetic,negative
752,The new Democrats bill has some good points but also many flaws. A mixed bag for Sydney.,2024-03-20,user_188,Sydney,Yogi Adityanath,Democrats,Synthetic,neutral
753,official Inflation is through roof under BJP'z mismanagement. Families are suffering. #BreakingNews,2024-08-04,user_508,Texas,Sunak,BJP,Synthetic,negative
754,Trump is the worst thing to happen to Florida in decades. Step down NOW. #Scam,2024-04-12,user_356,Florida,Trump,BJP,Synthetic,negative
755,The new AAP bill has some good points but also many flaws. A mixed bag for California.,2024-03-11,user_639,California,Harris,AAP,Synthetic,neutral
756,news Arvind Kejriwal met with world leaders at teh G20 summit in Maharashtra. #USPolitics,2025-01-27,user_531,Maharashtra,Arvind Kejriwal,INC (Congress),Synthetic,neutral
757,Trump sold out to corporate interests. The common means nothing to tehm. #VoterRights,2024-07-20,user_228,Florida,Trump,Labour,Synthetic,negative
758,The latest Democrats scandal just the tip of the iceberg. #IndiaNews,2024-02-19,user_941,Gujarat,Rahul Gandhi,Democrats,Synthetic,negative
759,government So proud of what TMC has accomplished this term. Unemployment is down! #UnitedWeStand,2024-10-14,user_858,Maharashtra,Obama,TMC,Synthetic,positive
760,Labour has been in power for years and California is still in shambles. #Accountability,2024-04-12,user_217,California,Arvind Kejriwal,Labour,Synthetic,negative
761,Local elections in Texas expected to be closely contested by Democrats. #PoliticsDaily,2024-01-29,user_224,Texas,Trump,Democrats,Synthetic,neutral
762,Voters in Gujarat will head to the polls next week as Obama campaigns. #BreakingNews,2024-11-11,user_226,Gujarat,Obama,AAP,Synthetic,neutral
763,Voters in Sydney will head to the polls next week as Rahul Gandhi campaigns. #NewsUpdate,2024-08-31,user_591,Sydney,Rahul Gandhi,Labour,Synthetic,neutral
764,statement Excellent initiative by Obama to support rural development. #PoliticsDaily,2024-03-16,user_128,Berlin,Obama,BJP,Synthetic,positive
765,"Another day, another failure TMC from administration in Berlin. #NewsUpdate",2024-05-21,user_109,Berlin,Obama,TMC,Synthetic,negative
766,The new INC (Congress) has some good points but also many flaws. A mixed bag for California.,2025-01-01,user_979,California,Harris,INC (Congress),Synthetic,neutral
767,official Macron is the worst thing to happen to Florida in decades. down Step NOW. #NewsUpdate,2025-02-01,user_774,Florida,Macron,Labour,Synthetic,negative
768,BJP committee to review healthcare spending over teh next quarter. #USPolitics,2024-01-16,user_972,Texas,Amit Shah,BJP,Synthetic,neutral
769,update Watching Sunak handle international relations with such grace and dignity. #UnitedWeStand,2025-01-10,user_914,California,Sunak,Labour,Synthetic,positive
770,"Everyone is talking about DeSantis. Some love it, hate it. What do you htink? #GlobalPolitics",2024-07-10,user_721,Texas,DeSantis,Republicans,Synthetic,neutral
771,Analysts are divided on Yogi Adityanath's recent economic proposals. #PoliticsDaily,2024-05-09,user_602,Texas,Yogi Adityanath,Democrats,Synthetic,neutral
772,policy Arvind Kejriwal secured a historic trade deal today. This will create millions of jobs! #HopeAndChange,2024-12-08,user_198,California,Arvind Kejriwal,BJP,Synthetic,positive
773,official DeSantis delivered an outstanding speech on economic recovery today. Real leadership! #PoliticsDaily,2025-01-07,user_757,Texas,DeSantis,Democrats,Synthetic,positive
774,Inflation is through the roof under TMC's mismanagement. Families are suffering. #VoterRights,2024-02-04,user_549,California,Amit Shah,TMC,Synthetic,negative
775,"government Another day, another from the AAP administration #Resign in Berlin.",2024-05-28,user_948,Berlin,Rahul Gandhi,AAP,Synthetic,negative
776,Obama just announced a major healthcare reform. This is we voted for! #HopeAndChange,2024-06-08,user_508,Maharashtra,Obama,AAP,Synthetic,positive
777,"statement While Mamata Banerjee claims success, the situation in Berlin remains complicated. #PolicyDebate",2024-06-20,user_883,Berlin,Mamata Banerjee,Democrats,Synthetic,neutral
778,"policy While Biden claims success, the situation in California remains complicated. #USPolitics",2024-10-15,user_724,California,Biden,Labour,Synthetic,neutral
