id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count
784,take away all the cliches and the carbon copy scenes from every drug movie we've seen and all you have left are john leguizamo's cool jackets .,2024-04-13,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,take away cliche carbon copy scene every drug movie weve seen left john leguizamos cool jacket,"['take', 'away', 'cliche', 'carbon', 'copy', 'scene', 'every', 'drug', 'movie', 'weve', 'seen', 'left', 'john', 'leguizamos', 'cool', 'jacket']",16,94
785,the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .,2024-03-24,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,film lapse often sugary sentiment withholds delivery pellmell pyrotechnic punchy style promise,"['film', 'lapse', 'often', 'sugary', 'sentiment', 'withholds', 'delivery', 'pellmell', 'pyrotechnic', 'punchy', 'style', 'promise']",12,94
786,a deliciously nonsensical comedy about a city coming apart at its seams .,2024-12-10,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,deliciously nonsensical comedy city coming apart seam,"['deliciously', 'nonsensical', 'comedy', 'city', 'coming', 'apart', 'seam']",7,53
787,Finish taking the Cashee math prep... (-.-) ...Stupid 7th grade math I don't even remember was on it... #Prep,2024-05-30,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,finish taking cashee math prep stupid 7th grade math dont even remember,"['finish', 'taking', 'cashee', 'math', 'prep', 'stupid', '7th', 'grade', 'math', 'dont', 'even', 'remember']",12,71
788,Retweeted AFP news agency (@AFP):#UPDATE Maduro calls US court ruling convicting nephews for drug trafficking...,2024-05-03,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,retweeted afp news agency maduro call u court ruling convicting nephew drug trafficking,"['retweeted', 'afp', 'news', 'agency', 'maduro', 'call', 'u', 'court', 'ruling', 'convicting', 'nephew', 'drug', 'trafficking']",13,87
789,I drenched the old iPod nano (6th gen) in isopropanol and it actually worked! The screen will never look the same but totally worth it.,2024-07-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,drenched old ipod nano 6th gen isopropanol actually worked screen never look but totally worth,"['drenched', 'old', 'ipod', 'nano', '6th', 'gen', 'isopropanol', 'actually', 'worked', 'screen', 'never', 'look', 'but', 'totally', 'worth']",15,94
790,UFC's Dana White says Holly Holm will wait for Ronda Rousey: Holly Holm may want to fight sooner than a rematc...,2024-07-03,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,ufcs dana white say holly holm wait ronda rousey holly holm may want fight sooner rematc,"['ufcs', 'dana', 'white', 'say', 'holly', 'holm', 'wait', 'ronda', 'rousey', 'holly', 'holm', 'may', 'want', 'fight', 'sooner', 'rematc']",16,88
791,"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .",2024-12-20,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,playful iranian parable openness particularly need people diverse political perspective get along despite ideological difference,"['playful', 'iranian', 'parable', 'openness', 'particularly', 'need', 'people', 'diverse', 'political', 'perspective', 'get', 'along', 'despite', 'ideological', 'difference']",15,128
792,a wonderfully warm human drama ,2025-02-08,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,wonderfully warm human drama,"['wonderfully', 'warm', 'human', 'drama']",4,28
793,"it's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .",2025-01-02,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,another stale killbynumbers flick complete bladethin character terrible punladen dialogue,"['another', 'stale', 'killbynumbers', 'flick', 'complete', 'bladethin', 'character', 'terrible', 'punladen', 'dialogue']",10,89
794,Excited to have nothing to do but sit around Orono with no classes tomorrow,2025-04-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,excited nothing but sit around orono no class tomorrow,"['excited', 'nothing', 'but', 'sit', 'around', 'orono', 'no', 'class', 'tomorrow']",9,54
795,Can I just go back to June 19th and relive seeing Paul McCartney,2024-10-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,go back june 19th relive seeing paul mccartney,"['go', 'back', 'june', '19th', 'relive', 'seeing', 'paul', 'mccartney']",8,46
796,"""Caitlyn Jenner and her ex-wife, Kris Jenner, have reportedly been feuding over everything under the sun, #Teamfollower #Follow #ifollowback""",2024-09-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,caitlyn jenner exwife kris jenner reportedly feuding everything sun,"['caitlyn', 'jenner', 'exwife', 'kris', 'jenner', 'reportedly', 'feuding', 'everything', 'sun']",9,67
797,"... a solid , well-formed satire . ",2024-10-07,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,solid wellformed satire,"['solid', 'wellformed', 'satire']",3,23
798,@user Boring #XFACTOR. Seen it all before #XFACTOR. @user Let\u2019s have something new for Autumn and no more Dancing on Ice in January.,2024-10-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,boring seen letu2019s something new autumn no dancing ice january,"['boring', 'seen', 'letu2019s', 'something', 'new', 'autumn', 'no', 'dancing', 'ice', 'january']",10,65
799,I come through the drive through at dunkin just about every Sunday and it's been two weeks since my regular doughnut girl has been there.,2024-02-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,come drive dunkin every sunday two week since regular doughnut girl,"['come', 'drive', 'dunkin', 'every', 'sunday', 'two', 'week', 'since', 'regular', 'doughnut', 'girl']",11,67
800,The 1st Black woman to ever host the Academy Awards was=>@WhoopiGoldberg! I want to be like her! #BlackHistoryMoment,2024-03-17,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Conservatives,False,1st black woman ever host academy award want like,"['1st', 'black', 'woman', 'ever', 'host', 'academy', 'award', 'want', 'like']",9,49
801,"""Following his defeat to the Undertaker tomorrow night, Brock Lesnar will travel to Old Trafford on Monday for a medical #ITK""",2024-02-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,following defeat undertaker tomorrow night brock lesnar travel old trafford monday medical,"['following', 'defeat', 'undertaker', 'tomorrow', 'night', 'brock', 'lesnar', 'travel', 'old', 'trafford', 'monday', 'medical']",12,90
802,Meeting for the 27th time as professionals (and 5000th+ time overall) Serena and Venus Williams faced-off...,2025-04-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,meeting 27th time professional 5000th time overall serena venus williams facedoff,"['meeting', '27th', 'time', 'professional', '5000th', 'time', 'overall', 'serena', 'venus', 'williams', 'facedoff']",11,81
803,Wonderful trilogy of chef-studio dinners - first one is tomorrow night with the chef from Paley's Place.,2024-07-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,wonderful trilogy chefstudio dinner first one tomorrow night chef paleys place,"['wonderful', 'trilogy', 'chefstudio', 'dinner', 'first', 'one', 'tomorrow', 'night', 'chef', 'paleys', 'place']",11,78
804,Unable to import #pesticides due to embargo there were no #beehive losses. Now #Cuba exports valuable organic honey,2024-05-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,unable import due embargo no loss export valuable organic honey,"['unable', 'import', 'due', 'embargo', 'no', 'loss', 'export', 'valuable', 'organic', 'honey']",10,63
805,"Breaking from the ""11th commandment,"" Scott Walker targets Jeb Bush in a new video",2025-01-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,breaking 11th commandment scott walker target jeb bush new video,"['breaking', '11th', 'commandment', 'scott', 'walker', 'target', 'jeb', 'bush', 'new', 'video']",10,64
806,May have smoked a blunt with Jay-Z at the @user show last nigh trying to remember..No big deal but i want his connect shits fire !!!,2025-02-15,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,may smoked blunt jayz show last nigh trying rememberno big deal but want connect shit fire,"['may', 'smoked', 'blunt', 'jayz', 'show', 'last', 'nigh', 'trying', 'rememberno', 'big', 'deal', 'but', 'want', 'connect', 'shit', 'fire']",16,90
807,"@user Yea but since it's such a short notice, B/G is the simplest thing to do. Haha but Decades Tuesday don't sound too bad.""",2024-12-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,yea but since short notice bg simplest thing haha but decade tuesday dont sound bad,"['yea', 'but', 'since', 'short', 'notice', 'bg', 'simplest', 'thing', 'haha', 'but', 'decade', 'tuesday', 'dont', 'sound', 'bad']",15,83
808,balance all the formulaic equations in the long-winded heist comedy ,2024-03-05,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,False,balance formulaic equation longwinded heist comedy,"['balance', 'formulaic', 'equation', 'longwinded', 'heist', 'comedy']",6,50
809,Wish today was Thursday! Tom Brady and @user take the field for the real deal tomorrow and I'm toooo excited! #BeerWingsFootball,2024-06-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,wish today thursday tom brady take field real deal tomorrow im toooo excited,"['wish', 'today', 'thursday', 'tom', 'brady', 'take', 'field', 'real', 'deal', 'tomorrow', 'im', 'toooo', 'excited']",13,76
810,So this is Stephen Kinnock's actual proposal on how to tackle immigration concerns. wow. Majority of EU citizens su…,2024-07-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,stephen kinnocks actual proposal tackle immigration concern wow majority eu citizen su…,"['stephen', 'kinnocks', 'actual', 'proposal', 'tackle', 'immigration', 'concern', 'wow', 'majority', 'eu', 'citizen', 'su…']",12,87
811,"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .",2025-02-05,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,ultimately message trouble every day seems sexual desire disrupts life stasis,"['ultimately', 'message', 'trouble', 'every', 'day', 'seems', 'sexual', 'desire', 'disrupts', 'life', 'stasis']",11,77
812,"Bernie Sanders may care about the issues, but does he really understand them? That is the question.",2024-08-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,bernie sander may care issue but really understand question,"['bernie', 'sander', 'may', 'care', 'issue', 'but', 'really', 'understand', 'question']",9,59
813,Shane Stewart made an overnight trip to the Eldora Speedway wear he grabbed is 18th win of the season on Sunday!,2025-05-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,shane stewart made overnight trip eldora speedway wear grabbed 18th win season sunday,"['shane', 'stewart', 'made', 'overnight', 'trip', 'eldora', 'speedway', 'wear', 'grabbed', '18th', 'win', 'season', 'sunday']",13,85
814,Time to watch the #NJPW equivalent of Kane versus Seth Rollins from Wednesday's #G1Climax,2024-01-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,time watch equivalent kane versus seth rollins wednesday,"['time', 'watch', 'equivalent', 'kane', 'versus', 'seth', 'rollins', 'wednesday']",8,56
815,@user oct 30th in Houston but if you trying to go to Oracle it's the 9th of February.,2025-03-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,oct 30th houston but trying go oracle 9th february,"['oct', '30th', 'houston', 'but', 'trying', 'go', 'oracle', '9th', 'february']",9,50
816,a$ap mob are at fucking earls court on the 30th for red bull culture class and its motherfucking sold out fucking FUCK,2024-11-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,AAP mob fucking earl court 30th red bull culture class motherfucking sold fucking fuck,"['AAP', 'mob', 'fucking', 'earl', 'court', '30th', 'red', 'bull', 'culture', 'class', 'motherfucking', 'sold', 'fucking', 'fuck']",14,86
817,"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .",2024-07-10,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,wishywashy melodramatic movie show u plenty sturm und drung but explains character decision unsatisfactorily,"['wishywashy', 'melodramatic', 'movie', 'show', 'u', 'plenty', 'sturm', 'und', 'drung', 'but', 'explains', 'character', 'decision', 'unsatisfactorily']",14,108
818,got 2nd row tix for Primus at the Kirby Center! 1st concert tour in 3D with Surround Sound!,2024-03-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,got 2nd row tix primus kirby center 1st concert tour 3d surround sound,"['got', '2nd', 'row', 'tix', 'primus', 'kirby', 'center', '1st', 'concert', 'tour', '3d', 'surround', 'sound']",13,70
819,@user if your answer to the first question is Prince George then I do believe it is today his birthday not tomorrow,2024-12-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,answer first question prince george believe today birthday not tomorrow,"['answer', 'first', 'question', 'prince', 'george', 'believe', 'today', 'birthday', 'not', 'tomorrow']",10,71
820,I think john cena may struggle with the concept of object permanence,2024-03-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,think john cena may struggle concept object permanence,"['think', 'john', 'cena', 'may', 'struggle', 'concept', 'object', 'permanence']",8,54
821,"@user I'm still with you 💯 and no matter what the networks say, you are a hero to all of us & the real winner #StillWithHer",2025-01-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,im still hundredpoints no matter network say hero u real winner,"['im', 'still', 'hundredpoints', 'no', 'matter', 'network', 'say', 'hero', 'u', 'real', 'winner']",11,63
822,"The New Yorker, Nov 16, 2015:  ""The Hispanics love me,"" despite that he proposes building a wall on the Mexican border....#DonaldTrumpQuotes",2025-04-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Trump,Unknown,False,new yorker nov 16 2015 hispanic love despite proposes building wall mexican border,"['new', 'yorker', 'nov', '16', '2015', 'hispanic', 'love', 'despite', 'proposes', 'building', 'wall', 'mexican', 'border']",13,82
823,"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",2024-06-24,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Conservatives,False,wish windtalker faith dramatic potential true story would better fiction concocted still could room war scene,"['wish', 'windtalker', 'faith', 'dramatic', 'potential', 'true', 'story', 'would', 'better', 'fiction', 'concocted', 'still', 'could', 'room', 'war', 'scene']",16,109
824,@user @user Negative! 90\u2019s would be the Poetic Justice look or how they dressed in Friday.,2024-04-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,negative 90u2019s would poetic justice look dressed friday,"['negative', '90u2019s', 'would', 'poetic', 'justice', 'look', 'dressed', 'friday']",8,58
825,Might not be able to get a free taco tomorrow. As Napoleon Dynamite would say\u002c dang it!,2024-03-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,might not able get free taco tomorrow napoleon dynamite would sayu002c dang,"['might', 'not', 'able', 'get', 'free', 'taco', 'tomorrow', 'napoleon', 'dynamite', 'would', 'sayu002c', 'dang']",12,75
826,Happy Tuesday. Your batting average is no worse than that of Jose Iglesias. Hopefully that gets you through the day.,2024-11-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,happy tuesday batting average no worse jose iglesias hopefully get day,"['happy', 'tuesday', 'batting', 'average', 'no', 'worse', 'jose', 'iglesias', 'hopefully', 'get', 'day']",11,70
827,Gregg Williams will attend St. Louis Rams game Sunday\u002c ESPN reports: Jonathan Vilma points out the interesting t...,2024-09-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,gregg williams attend st louis ram game sundayu002c espn report jonathan vilma point interesting,"['gregg', 'williams', 'attend', 'st', 'louis', 'ram', 'game', 'sundayu002c', 'espn', 'report', 'jonathan', 'vilma', 'point', 'interesting']",14,96
828,Bringing The World To Virtual Reality With Google Earth VR.,2024-12-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,bringing world virtual reality google earth vr,"['bringing', 'world', 'virtual', 'reality', 'google', 'earth', 'vr']",7,46
829,throwback to my like 8th birthday when my bff at the time @user got me the Mariah Carey CD. Lol only cause my bday is coming up!,2024-11-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,throwback like 8th birthday bff time got mariah carey cd lol cause bday coming,"['throwback', 'like', '8th', 'birthday', 'bff', 'time', 'got', 'mariah', 'carey', 'cd', 'lol', 'cause', 'bday', 'coming']",14,78
830,with which it tries to pump life into overworked elements from eastwood 's dirty harry period ,2024-01-13,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,False,try pump life overworked element eastwood dirty harry period,"['try', 'pump', 'life', 'overworked', 'element', 'eastwood', 'dirty', 'harry', 'period']",9,60
831,RT @user opening ceremony Fri 8.30 amNZ v Tonga 9.15am OH v happy as he has Friday off  &lt;YAY. Might make ANZAC biscuits #RWC,2024-03-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,rt opening ceremony fri 830 amnz tonga 915am oh happy friday ltyay might make anzac biscuit,"['rt', 'opening', 'ceremony', 'fri', '830', 'amnz', 'tonga', '915am', 'oh', 'happy', 'friday', 'ltyay', 'might', 'make', 'anzac', 'biscuit']",16,91
832,"Just what is the point of this film? It starts off as one film, then changes track, cheating us of a resolution to that film and ends as another movie which is nothing but a pale, pale imitation of so many other schlock-horror flicks you've ever seen. The overall impression is co",2024-06-24,unknown_user,,IMDB,en,imdb,negative,Unknown,Unknown,False,point film start one film change track cheating u resolution film end another movie nothing but pale pale imitation many schlockhorror flick youve ever seen overall impression co,"['point', 'film', 'start', 'one', 'film', 'change', 'track', 'cheating', 'u', 'resolution', 'film', 'end', 'another', 'movie', 'nothing', 'but', 'pale', 'pale', 'imitation', 'many', 'schlockhorror', 'flick', 'youve', 'ever', 'seen', 'overall', 'impression', 'co']",28,178
833,"Watch @user give powerful speech accepting a @user #NBAwards 'Read my child, read.'",2024-10-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,watch give powerful speech accepting read child read,"['watch', 'give', 'powerful', 'speech', 'accepting', 'read', 'child', 'read']",8,52
834,zac efron as link larkin 👅💦,2024-12-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,zac efron link larkin tongue sweatdroplets,"['zac', 'efron', 'link', 'larkin', 'tongue', 'sweatdroplets']",6,42
835,"""It will be Imagine Dragons to Chicago the Musical to Beethovens 7th to Blink 182, to The Weeknd, to Ed Sheeran, to the Wonder Years""",2024-12-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,imagine dragon chicago musical beethoven 7th blink 182 weeknd ed sheeran wonder year,"['imagine', 'dragon', 'chicago', 'musical', 'beethoven', '7th', 'blink', '182', 'weeknd', 'ed', 'sheeran', 'wonder', 'year']",13,84
836,Kanye West . I'm just imagining his wife as 1st lady. Kim in the Whitehouse will we know every inch of the Whitehouse thru insta!,2024-02-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,kanye west im imagining wife 1st lady kim whitehouse know every inch whitehouse thru insta,"['kanye', 'west', 'im', 'imagining', 'wife', '1st', 'lady', 'kim', 'whitehouse', 'know', 'every', 'inch', 'whitehouse', 'thru', 'insta']",15,90
837,All I really want is to Eric church to play Carolina on Friday,2024-08-28,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,really want eric church play carolina friday,"['really', 'want', 'eric', 'church', 'play', 'carolina', 'friday']",7,44
838,@user My President I have my CV ready I know you have 4500 positions to fill - I AM READY #TrumpTransition #trumptransitionteam,2024-06-15,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Trump,Unknown,False,president cv ready know 4500 position fill ready,"['president', 'cv', 'ready', 'know', '4500', 'position', 'fill', 'ready']",8,48
839,fails to bring as much to the table .,2024-05-05,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,fails bring much table,"['fails', 'bring', 'much', 'table']",4,22
840,Remembering #cabbagepatchdolls like the surge of Popularity of #Hatchimals takes toymaker by surprise | CTV News,2024-11-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,remembering like surge popularity take toymaker surprise ctv news,"['remembering', 'like', 'surge', 'popularity', 'take', 'toymaker', 'surprise', 'ctv', 'news']",9,65
841,@user first\u002c *Rondo. 2nd\u002c you know who\u2019s higher? Darko Millicic\u002c LeBron James\u002c Carmelo Anthony\u002c etc.,2025-04-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,firstu002c rondo 2ndu002c know whou2019s higher darko millicicu002c lebron jamesu002c carmelo anthonyu002c etc,"['firstu002c', 'rondo', '2ndu002c', 'know', 'whou2019s', 'higher', 'darko', 'millicicu002c', 'lebron', 'jamesu002c', 'carmelo', 'anthonyu002c', 'etc']",13,110
842,"First saw this gem from Joe Sarno way back when, and I must say that after seeing it, I could never forget Jennifer Welles. At first I thought the film was moving a bit slower than i would expect for a Sarno film, but when Jennifer made her entrance, the first time I ever saw her",2024-09-23,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,first saw gem joe sarno way back must say seeing could never forget jennifer welles first thought film moving bit slower would expect sarno film but jennifer made entrance first time ever saw,"['first', 'saw', 'gem', 'joe', 'sarno', 'way', 'back', 'must', 'say', 'seeing', 'could', 'never', 'forget', 'jennifer', 'welles', 'first', 'thought', 'film', 'moving', 'bit', 'slower', 'would', 'expect', 'sarno', 'film', 'but', 'jennifer', 'made', 'entrance', 'first', 'time', 'ever', 'saw']",33,191
843,i can't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops .,2024-01-26,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,cant remember last time saw worse stunt editing cheaper action movie production value extreme ops,"['cant', 'remember', 'last', 'time', 'saw', 'worse', 'stunt', 'editing', 'cheaper', 'action', 'movie', 'production', 'value', 'extreme', 'ops']",15,97
844,"a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction . then again , in a better movie , you might not have noticed .",2024-07-18,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,lowbudget affair tadpole shot digital video image often look smeary blurry point distraction better movie might not noticed,"['lowbudget', 'affair', 'tadpole', 'shot', 'digital', 'video', 'image', 'often', 'look', 'smeary', 'blurry', 'point', 'distraction', 'better', 'movie', 'might', 'not', 'noticed']",18,123
845,Late upload from the Bears game Sunday @ The Georgia Dome,2024-10-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,late upload bear game sunday georgia dome,"['late', 'upload', 'bear', 'game', 'sunday', 'georgia', 'dome']",7,41
846,"Zodiac Killer (2005) was an interesting film from German born director Ulli Lommel. He directs, produced and co-stars in this latest production. Not only does he manage to make an interesting film on the cheap. But he reaches a new low when Herr Lommel works in footage from nearl",2024-12-23,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,zodiac killer 2005 interesting film german born director ulli lommel directs produced costars latest production not manage make interesting film cheap but reach new low herr lommel work footage nearl,"['zodiac', 'killer', '2005', 'interesting', 'film', 'german', 'born', 'director', 'ulli', 'lommel', 'directs', 'produced', 'costars', 'latest', 'production', 'not', 'manage', 'make', 'interesting', 'film', 'cheap', 'but', 'reach', 'new', 'low', 'herr', 'lommel', 'work', 'footage', 'nearl']",30,199
847,#maybehisfoundation can pay his legal fees🙄🙄 #AuditTheVote #StillWithHer Donald Trump and the Lawsuit Presidency,2024-08-15,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Trump,Unknown,False,pay legal fee facewithrollingeyes facewithrollingeyes Trump lawsuit presidency,"['pay', 'legal', 'fee', 'facewithrollingeyes', 'facewithrollingeyes', 'Trump', 'lawsuit', 'presidency']",8,78
848,"Actually, Goldie Hawn is from Washington (Takoma Park, Maryland), but I digress. This is sort of a Mr. Smith goes to Washington type of movie, with some variations but the same premise. I taped this movie off of cable years ago because I had a huge crush on Goldie Hawn. The story",2024-09-18,unknown_user,,IMDB,en,imdb,positive,Unknown,Conservatives,False,actually goldie hawn washington takoma park maryland but digress sort mr smith go washington type movie variation but premise taped movie cable year ago huge crush goldie hawn story,"['actually', 'goldie', 'hawn', 'washington', 'takoma', 'park', 'maryland', 'but', 'digress', 'sort', 'mr', 'smith', 'go', 'washington', 'type', 'movie', 'variation', 'but', 'premise', 'taped', 'movie', 'cable', 'year', 'ago', 'huge', 'crush', 'goldie', 'hawn', 'story']",29,181
849,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine .",2024-07-27,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,ultimate ride basically kind greatesthits reel might come subscription espn magazine,"['ultimate', 'ride', 'basically', 'kind', 'greatesthits', 'reel', 'might', 'come', 'subscription', 'espn', 'magazine']",11,84
850,what was subtle and mystifying in the novella is now broad and farcical .,2025-02-10,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,subtle mystifying novella broad farcical,"['subtle', 'mystifying', 'novella', 'broad', 'farcical']",5,40
851,"apart from dazzling cinematography , we've seen just about everything in blue crush in one form or the other .",2024-01-09,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,apart dazzling cinematography weve seen everything blue crush one form,"['apart', 'dazzling', 'cinematography', 'weve', 'seen', 'everything', 'blue', 'crush', 'one', 'form']",10,70
852,Go conservative w/ 600 yd offense\u002c then kick ball to best player in #ACC when it\u2019s only way you can lose.  That about sum up TOB\u2019s 4th Q?,2024-02-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Conservatives,False,go conservative 600 yd offenseu002c kick ball best player itu2019s way lose sum tobu2019s 4th,"['go', 'conservative', '600', 'yd', 'offenseu002c', 'kick', 'ball', 'best', 'player', 'itu2019s', 'way', 'lose', 'sum', 'tobu2019s', '4th']",15,93
853,"""Our Thor is ready to meet you at the #HaloAndPartners event, today through Friday. 98-124 Brewery Road London N7 9PG""",2024-07-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,thor ready meet event today friday 98124 brewery road london n7 9pg,"['thor', 'ready', 'meet', 'event', 'today', 'friday', '98124', 'brewery', 'road', 'london', 'n7', '9pg']",12,67
854,fails to convince the audience that these brats will ever be anything more than losers .,2024-10-24,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,fails convince audience brat ever anything loser,"['fails', 'convince', 'audience', 'brat', 'ever', 'anything', 'loser']",7,48
855,"""The Celtics may have lost last night, but at least the Lakers did too!""",2025-03-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,celtic may lost last night but least lakers,"['celtic', 'may', 'lost', 'last', 'night', 'but', 'least', 'lakers']",8,43
