id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count,ml_label,ml_confidence,ml_probs,split,dl_label,dl_confidence,dl_probs,final_sentiment,final_confidence,is_different_from_ml,extracted_entities
691,I TOO CAN HEAR THE BELLS WATCHING ZAC EFRON IN THIS MOVIE,2025-02-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,hear bell watching zac efron movie,"['hear', 'bell', 'watching', 'zac', 'efron', 'movie']",6,34,positive,0.4862,"{np.str_('negative'): 0.2737, np.str_('neutral'): 0.2401, np.str_('positive'): 0.4862}",labeled,neutral,0.8041,"{'neutral': 0.8041, 'positive': 0.186, 'negative': 0.0099}",neutral,0.5785,1,['MOVIE']
692,"December 8 begins the Pope's ""year of mercy"".",2025-02-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,december begin pope year mercy,"['december', 'begin', 'pope', 'year', 'mercy']",5,30,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.4895,"{'neutral': 0.4895, 'positive': 0.4254, 'negative': 0.0851}",neutral,0.4297,1,[]
693,I have been astonished at the reaction of the liberals. Horrifying.,2025-03-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Liberal,1,astonished reaction liberal horrifying,"['astonished', 'reaction', 'liberal', 'horrifying']",4,38,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,negative,0.865,"{'negative': 0.865, 'neutral': 0.1214, 'positive': 0.0136}",negative,0.6212,1,[]
694,"""Don't miss Allison DeBona from Ballet West &amp; the CW's """"""""Breaking Pointe"""""""" teaching this Thursday at 1:30pm sign in early!",2024-09-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,dont miss allison debona ballet west amp cws breaking pointe teaching thursday 130pm sign early,"['dont', 'miss', 'allison', 'debona', 'ballet', 'west', 'amp', 'cws', 'breaking', 'pointe', 'teaching', 'thursday', '130pm', 'sign', 'early']",15,95,positive,0.4013,"{np.str_('negative'): 0.2923, np.str_('neutral'): 0.3064, np.str_('positive'): 0.4013}",labeled,neutral,0.5955,"{'neutral': 0.5955, 'positive': 0.3916, 'negative': 0.0129}",neutral,0.4799,1,"['CW', 'Allison DeBona', 'Ballet West &amp']"
695,Israel it's terrorism. #Israel #free_palestine  #science #math #ACT #SAT #scholarship #highered,2024-01-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,1,israel terrorism,"['israel', 'terrorism']",2,16,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,negative,0.7781,"{'negative': 0.7781, 'neutral': 0.2044, 'positive': 0.0175}",negative,0.569,1,"['SAT', 'Israel']"
696,Coming up in the 4pm (Eastern) hour\u002c another chance for you to win tickets to tomorrow night\u2019s Hudson Family...,2025-05-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,coming 4pm eastern houru002c another chance win ticket tomorrow nightu2019s hudson family,"['coming', '4pm', 'eastern', 'houru002c', 'another', 'chance', 'win', 'ticket', 'tomorrow', 'nightu2019s', 'hudson', 'family']",12,89,neutral,0.544,"{np.str_('negative'): 0.1203, np.str_('neutral'): 0.544, np.str_('positive'): 0.3356}",labeled,neutral,0.6106,"{'neutral': 0.6106, 'positive': 0.3836, 'negative': 0.0058}",neutral,0.584,0,"['Eastern', 'Hudson Family']"
697,Trying to slowly transition myself into vegetarianism.,2025-04-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,trying slowly transition vegetarianism,"['trying', 'slowly', 'transition', 'vegetarianism']",4,38,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.7932,"{'neutral': 0.7932, 'positive': 0.1945, 'negative': 0.0123}",neutral,0.6119,1,[]
698,"""I'm going to Paramore at Rock Im Park in Nuremburg, Germany - Jun 8",2024-05-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,im going paramore rock im park nuremburg germany jun,"['im', 'going', 'paramore', 'rock', 'im', 'park', 'nuremburg', 'germany', 'jun']",9,52,positive,0.4902,"{np.str_('negative'): 0.215, np.str_('neutral'): 0.2948, np.str_('positive'): 0.4902}",labeled,neutral,0.769,"{'neutral': 0.769, 'positive': 0.2226, 'negative': 0.0084}",neutral,0.5793,1,"['Nuremburg', 'Germany', 'Park', 'Paramore']"
699,Obama Downplays Trump Trade Agenda  O can stick TPP & his 0 legacy #tcot #pjneet #maga #lnyhbt #wakeupamerica #tgdn,2024-07-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Trump,Unknown,0,Obama downplays trump trade agenda stick tpp legacy,"['Obama', 'downplays', 'trump', 'trade', 'agenda', 'stick', 'tpp', 'legacy']",8,51,neutral,0.4304,"{np.str_('negative'): 0.3785, np.str_('neutral'): 0.4304, np.str_('positive'): 0.1911}",labeled,neutral,0.5183,"{'neutral': 0.5183, 'negative': 0.4574, 'positive': 0.0244}",neutral,0.4831,0,"['Obama Downplays', 'TPP &']"
700,[INFO]Tiffany will be the MC for SBS K-Pop Super Concert in USA on Nov 10 SBS K-Pop Super Concert in America on Nov 10,2024-12-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,infotiffany mc sb kpop super concert usa nov 10 sb kpop super concert america nov 10,"['infotiffany', 'mc', 'sb', 'kpop', 'super', 'concert', 'usa', 'nov', '10', 'sb', 'kpop', 'super', 'concert', 'america', 'nov', '10']",16,84,neutral,0.5568,"{np.str_('negative'): 0.1606, np.str_('neutral'): 0.5568, np.str_('positive'): 0.2826}",labeled,neutral,0.8608,"{'neutral': 0.8608, 'positive': 0.1272, 'negative': 0.0119}",neutral,0.7392,0,"['USA', 'America']"
701,And Josh Hamilton. Really this whole team right now. Incredible. Get punched in the mouth in the 8th and then do this. Awesome.,2024-07-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,josh hamilton really whole team right incredible get punched mouth 8th awesome,"['josh', 'hamilton', 'really', 'whole', 'team', 'right', 'incredible', 'get', 'punched', 'mouth', '8th', 'awesome']",12,78,positive,0.3761,"{np.str_('negative'): 0.2668, np.str_('neutral'): 0.3571, np.str_('positive'): 0.3761}",labeled,positive,0.9256,"{'positive': 0.9256, 'neutral': 0.0658, 'negative': 0.0086}",positive,0.7058,0,['Josh Hamilton']
702,Amazing that Derrick\u002c on his 28th birthday\u002c gets called up from the D League to an incredible franchise like the San Antonio Spurs.,2024-06-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,amazing derricku002c 28th birthdayu002c get called league incredible franchise like san antonio spur,"['amazing', 'derricku002c', '28th', 'birthdayu002c', 'get', 'called', 'league', 'incredible', 'franchise', 'like', 'san', 'antonio', 'spur']",13,100,positive,0.5086,"{np.str_('negative'): 0.2952, np.str_('neutral'): 0.1963, np.str_('positive'): 0.5086}",labeled,positive,0.9762,"{'positive': 0.9762, 'neutral': 0.0207, 'negative': 0.0031}",positive,0.7892,0,['the D League']
703,Word on the street is that Ben Affleck will be at Rick's tomorrow night.,2024-12-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,word street ben affleck rick tomorrow night,"['word', 'street', 'ben', 'affleck', 'rick', 'tomorrow', 'night']",7,43,positive,0.4839,"{np.str_('negative'): 0.0661, np.str_('neutral'): 0.4499, np.str_('positive'): 0.4839}",labeled,neutral,0.9455,"{'neutral': 0.9455, 'positive': 0.038, 'negative': 0.0165}",neutral,0.7473,1,"['Rick', 'Ben Affleck']"
704,John Cena Vs Seth Rollins RAW July 27th 2015 Cena Won by making the fake Champ T by @user - via @user,2025-02-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,john cena v seth rollins raw july 27th 2015 cena won making fake champ via,"['john', 'cena', 'v', 'seth', 'rollins', 'raw', 'july', '27th', '2015', 'cena', 'won', 'making', 'fake', 'champ', 'via']",15,74,neutral,0.5116,"{np.str_('negative'): 0.2489, np.str_('neutral'): 0.5116, np.str_('positive'): 0.2395}",labeled,neutral,0.8764,"{'neutral': 0.8764, 'positive': 0.0834, 'negative': 0.0402}",neutral,0.7305,0,"['@user', 'John Cena Vs Seth Rollins']"
705,little action ,2025-02-21,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,0,little action,"['little', 'action']",2,13,negative,0.392,"{np.str_('negative'): 0.392, np.str_('neutral'): 0.3486, np.str_('positive'): 0.2593}",labeled,neutral,0.7134,"{'neutral': 0.7134, 'positive': 0.2131, 'negative': 0.0735}",neutral,0.5675,1,[]
706,Tryna prepare myself for this concert Sunday. Two of the greatest Hip-Hop/R&B artist on the same stage\u002c same,2024-06-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,tryna prepare concert sunday two greatest hiphoprb artist stageu002c,"['tryna', 'prepare', 'concert', 'sunday', 'two', 'greatest', 'hiphoprb', 'artist', 'stageu002c']",9,68,positive,0.4444,"{np.str_('negative'): 0.1869, np.str_('neutral'): 0.3687, np.str_('positive'): 0.4444}",labeled,neutral,0.6908,"{'neutral': 0.6908, 'positive': 0.2716, 'negative': 0.0376}",neutral,0.562,1,['Tryna']
707,"Harper,s high standards for candidate selection, Dauphin Swan River MP running for the 3rd time un nominated, stamped by Harper",2025-01-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,harper high standard candidate selection dauphin swan river mp running 3rd time un nominated stamped harper,"['harper', 'high', 'standard', 'candidate', 'selection', 'dauphin', 'swan', 'river', 'mp', 'running', '3rd', 'time', 'un', 'nominated', 'stamped', 'harper']",16,107,neutral,0.3991,"{np.str_('negative'): 0.3097, np.str_('neutral'): 0.3991, np.str_('positive'): 0.2912}",labeled,neutral,0.8165,"{'neutral': 0.8165, 'positive': 0.17, 'negative': 0.0135}",neutral,0.6495,0,"['Harper', 'un']"
708,"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese's best in more than a decade .",2024-04-23,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,one visually stunning thematically moving epic recent memory spite numerous minor flaw scorsese best decade,"['one', 'visually', 'stunning', 'thematically', 'moving', 'epic', 'recent', 'memory', 'spite', 'numerous', 'minor', 'flaw', 'scorsese', 'best', 'decade']",15,107,positive,0.6426,"{np.str_('negative'): 0.1312, np.str_('neutral'): 0.2262, np.str_('positive'): 0.6426}",labeled,positive,0.9377,"{'positive': 0.9377, 'neutral': 0.0534, 'negative': 0.0088}",positive,0.8197,0,['scorsese']
709,"""We've got some stories about that. Coach Stoops has a history of being #TooTurnt Swindle told him Sat. """"""""You got too much juice.""""""""""",2024-05-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Conservatives,0,weve got story coach stoop history swindle told sat got much juice,"['weve', 'got', 'story', 'coach', 'stoop', 'history', 'swindle', 'told', 'sat', 'got', 'much', 'juice']",12,66,neutral,0.4671,"{np.str_('negative'): 0.239, np.str_('neutral'): 0.4671, np.str_('positive'): 0.294}",labeled,neutral,0.8926,"{'neutral': 0.8926, 'positive': 0.0606, 'negative': 0.0468}",neutral,0.7224,0,['TooTurnt Swindle']
710,press the delete key .,2024-07-04,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,0,press delete key,"['press', 'delete', 'key']",3,16,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.7154,"{'neutral': 0.7154, 'negative': 0.1919, 'positive': 0.0927}",neutral,0.5652,1,[]
711,nicely serves as an examination of a society in transition .,2024-08-22,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,nicely serf examination society transition,"['nicely', 'serf', 'examination', 'society', 'transition']",5,42,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,positive,0.4984,"{'positive': 0.4984, 'neutral': 0.4189, 'negative': 0.0827}",positive,0.4609,0,[]
712,"as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film's creepy , clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge .",2024-04-22,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,1,gamely movie try make sense title character remains huge gap film creepy cleancut dahmer jeremy renner fiendish act no amount earnest textbook psychologizing bridge,"['gamely', 'movie', 'try', 'make', 'sense', 'title', 'character', 'remains', 'huge', 'gap', 'film', 'creepy', 'cleancut', 'dahmer', 'jeremy', 'renner', 'fiendish', 'act', 'no', 'amount', 'earnest', 'textbook', 'psychologizing', 'bridge']",24,164,positive,0.4698,"{np.str_('negative'): 0.4581, np.str_('neutral'): 0.0722, np.str_('positive'): 0.4698}",labeled,negative,0.7049,"{'negative': 0.7049, 'neutral': 0.2773, 'positive': 0.0178}",negative,0.6062,1,[]
713,Super Sunday Football indeed! Love the Merseyside Derby!,2024-06-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,super sunday football indeed love merseyside derby,"['super', 'sunday', 'football', 'indeed', 'love', 'merseyside', 'derby']",7,50,positive,0.4794,"{np.str_('negative'): 0.1222, np.str_('neutral'): 0.3984, np.str_('positive'): 0.4794}",labeled,positive,0.9873,"{'positive': 0.9873, 'neutral': 0.0108, 'negative': 0.0018}",positive,0.7841,0,"['the Merseyside Derby', 'Super Sunday Football']"
714,Look at Usher and this fancy footwork #ThankYouObama,2024-03-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Obama,Unknown,0,look usher fancy footwork,"['look', 'usher', 'fancy', 'footwork']",4,25,positive,0.4985,"{np.str_('negative'): 0.2966, np.str_('neutral'): 0.2049, np.str_('positive'): 0.4985}",labeled,positive,0.6761,"{'positive': 0.6761, 'neutral': 0.2832, 'negative': 0.0407}",positive,0.6051,0,[]
715,"""Our account will be very active for International Fashion Month New York, London, Milan and Paris all the action from Thursday""",2024-07-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,account active international fashion month new york london milan paris action thursday,"['account', 'active', 'international', 'fashion', 'month', 'new', 'york', 'london', 'milan', 'paris', 'action', 'thursday']",12,86,neutral,0.6646,"{np.str_('negative'): 0.1596, np.str_('neutral'): 0.6646, np.str_('positive'): 0.1758}",labeled,neutral,0.8874,"{'neutral': 0.8874, 'positive': 0.105, 'negative': 0.0076}",neutral,0.7983,0,"['New York', 'Milan', 'International Fashion Month', 'Paris', 'London']"
716,Monday was Gucci but then it went downhill,2024-04-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,monday gucci but went downhill,"['monday', 'gucci', 'but', 'went', 'downhill']",5,30,neutral,0.5651,"{np.str_('negative'): 0.2643, np.str_('neutral'): 0.5651, np.str_('positive'): 0.1706}",labeled,negative,0.7137,"{'negative': 0.7137, 'neutral': 0.2664, 'positive': 0.0199}",negative,0.5339,1,['Gucci']
717,@user @user Well aren\u2019t you good!  Happy anniversary. May many owls serenade you with Ricky Martin songs.,2025-01-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,well arenu2019t good happy anniversary may many owl serenade ricky martin song,"['well', 'arenu2019t', 'good', 'happy', 'anniversary', 'may', 'many', 'owl', 'serenade', 'ricky', 'martin', 'song']",12,78,positive,0.6037,"{np.str_('negative'): 0.1949, np.str_('neutral'): 0.2015, np.str_('positive'): 0.6037}",labeled,positive,0.6076,"{'positive': 0.6076, 'neutral': 0.275, 'negative': 0.1173}",positive,0.606,0,"['aren\\u2019', 'Ricky Martin']"
718,Which camera rep are you most excited to see at Demo Days on Nov 16 & 17? (Nikon\u002c Canon\u002c Tamron\u002c Sony\u002c Sigma etc...),2025-04-28,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,camera rep excited see demo day nov 16 17 nikonu002c canonu002c tamronu002c sonyu002c sigma etc,"['camera', 'rep', 'excited', 'see', 'demo', 'day', 'nov', '16', '17', 'nikonu002c', 'canonu002c', 'tamronu002c', 'sonyu002c', 'sigma', 'etc']",15,95,neutral,0.4183,"{np.str_('negative'): 0.171, np.str_('neutral'): 0.4183, np.str_('positive'): 0.4108}",labeled,positive,0.9405,"{'positive': 0.9405, 'neutral': 0.0574, 'negative': 0.0021}",positive,0.7286,1,[]
719,Obama's free trade agreement with the cartels. He exports guns and imports drugs using our money to do it #Teaparty #2nd,2024-05-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Obama,Unknown,0,obamas free trade agreement cartel export gun import drug using money,"['obamas', 'free', 'trade', 'agreement', 'cartel', 'export', 'gun', 'import', 'drug', 'using', 'money']",11,69,negative,0.4234,"{np.str_('negative'): 0.4234, np.str_('neutral'): 0.2633, np.str_('positive'): 0.3133}",labeled,negative,0.5457,"{'negative': 0.5457, 'neutral': 0.4347, 'positive': 0.0196}",negative,0.4968,0,['Obama']
720,a loquacious and dreary piece of business .,2024-05-04,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,1,loquacious dreary piece business,"['loquacious', 'dreary', 'piece', 'business']",4,32,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,negative,0.8205,"{'negative': 0.8205, 'neutral': 0.161, 'positive': 0.0185}",negative,0.5945,1,[]
721,SCOTUS cannot make law only rule on it. Get real America.  Unless it's healthcare.Then they feel they can.,2024-06-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,scotus not make law rule get real america unless healthcarethen feel,"['scotus', 'not', 'make', 'law', 'rule', 'get', 'real', 'america', 'unless', 'healthcarethen', 'feel']",11,68,positive,0.4296,"{np.str_('negative'): 0.3319, np.str_('neutral'): 0.2384, np.str_('positive'): 0.4296}",labeled,negative,0.5507,"{'negative': 0.5507, 'neutral': 0.4217, 'positive': 0.0276}",negative,0.4632,1,['America']
722,THE SKINNY: Breezy may be getting it from RiRi AND ex\u002c KT. Getting that cake! cake! cake! and eating it too. <3...,2024-02-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,skinny breezy may getting riri exu002c kt getting cake cake cake eating,"['skinny', 'breezy', 'may', 'getting', 'riri', 'exu002c', 'kt', 'getting', 'cake', 'cake', 'cake', 'eating']",12,71,positive,0.3754,"{np.str_('negative'): 0.3114, np.str_('neutral'): 0.3133, np.str_('positive'): 0.3754}",labeled,neutral,0.7505,"{'neutral': 0.7505, 'positive': 0.2247, 'negative': 0.0248}",neutral,0.5756,1,"['KT', 'RiRi', 'Breezy']"
723,How cam called obj over to him was just as disrespectful when Kendrick called out Cole 1st and last name on control and not everybody else,2025-01-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,cam called obj disrespectful kendrick called cole 1st last name control not everybody else,"['cam', 'called', 'obj', 'disrespectful', 'kendrick', 'called', 'cole', '1st', 'last', 'name', 'control', 'not', 'everybody', 'else']",14,90,positive,0.441,"{np.str_('negative'): 0.2993, np.str_('neutral'): 0.2597, np.str_('positive'): 0.441}",labeled,negative,0.5359,"{'negative': 0.5359, 'neutral': 0.4451, 'positive': 0.019}",negative,0.4413,1,['Kendrick']
724,@user @user the deplorables hate CNN.,2024-03-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,1,deplorables hate cnn,"['deplorables', 'hate', 'cnn']",3,20,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,negative,0.8604,"{'negative': 0.8604, 'neutral': 0.1241, 'positive': 0.0154}",negative,0.6184,1,"['@user', 'CNN']"
725,"despite all the closed-door hanky-panky , the film is essentially juiceless .",2024-08-11,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,0,despite closeddoor hankypanky film essentially juiceless,"['despite', 'closeddoor', 'hankypanky', 'film', 'essentially', 'juiceless']",6,56,negative,0.4512,"{np.str_('negative'): 0.4512, np.str_('neutral'): 0.1686, np.str_('positive'): 0.3803}",labeled,neutral,0.5882,"{'neutral': 0.5882, 'negative': 0.3274, 'positive': 0.0844}",neutral,0.4204,1,[]
726,Vernon RCMP Cracking Down on Medical Marijuana Dispensaries,2024-01-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,vernon rcmp cracking medical marijuana dispensary,"['vernon', 'rcmp', 'cracking', 'medical', 'marijuana', 'dispensary']",6,49,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.9004,"{'neutral': 0.9004, 'positive': 0.0586, 'negative': 0.041}",neutral,0.6762,1,['Vernon RCMP Cracking Down']
727,David Wright doing David Wright things. On to the 13th still 5-5,2024-10-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,david wright david wright thing 13th still 55,"['david', 'wright', 'david', 'wright', 'thing', '13th', 'still', '55']",8,45,positive,0.507,"{np.str_('negative'): 0.1965, np.str_('neutral'): 0.2966, np.str_('positive'): 0.507}",labeled,neutral,0.9056,"{'neutral': 0.9056, 'positive': 0.0658, 'negative': 0.0286}",neutral,0.662,1,['David Wright']
728,TOMORROW I WILL FINALLY SEE KENDRICK LAMAR LIVE IN CONCERT!!!!!!!! i think im going to cry,2024-08-03,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,tomorrow finally see kendrick lamar live concert think im going cry,"['tomorrow', 'finally', 'see', 'kendrick', 'lamar', 'live', 'concert', 'think', 'im', 'going', 'cry']",11,67,positive,0.5513,"{np.str_('negative'): 0.1653, np.str_('neutral'): 0.2834, np.str_('positive'): 0.5513}",labeled,positive,0.8765,"{'positive': 0.8765, 'neutral': 0.1145, 'negative': 0.009}",positive,0.7464,0,[]
729,Black Friday? You mean VOLT GREEN Friday! Join us tonight 730e from SLC! @user vs @user on @user,2024-12-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,black friday mean volt green friday join u tonight 730e slc v,"['black', 'friday', 'mean', 'volt', 'green', 'friday', 'join', 'u', 'tonight', '730e', 'slc', 'v']",12,61,neutral,0.5424,"{np.str_('negative'): 0.1102, np.str_('neutral'): 0.5424, np.str_('positive'): 0.3474}",labeled,neutral,0.8381,"{'neutral': 0.8381, 'positive': 0.1, 'negative': 0.0619}",neutral,0.7198,0,"['@user', 'VOLT GREEN', 'SLC']"
730,#RedSox Saltalamacchia is the 4th catcher to hit 16+ HR in back-to-back seasons for BOS. Others: Carlton Fisk\u002c Rich Gedman\u002c Jason Varitek.,2024-04-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,saltalamacchia 4th catcher hit 16 hr backtoback season bos others carlton fisku002c rich gedmanu002c jason varitek,"['saltalamacchia', '4th', 'catcher', 'hit', '16', 'hr', 'backtoback', 'season', 'bos', 'others', 'carlton', 'fisku002c', 'rich', 'gedmanu002c', 'jason', 'varitek']",16,114,neutral,0.5803,"{np.str_('negative'): 0.1872, np.str_('neutral'): 0.5803, np.str_('positive'): 0.2324}",labeled,neutral,0.9046,"{'neutral': 0.9046, 'positive': 0.0728, 'negative': 0.0226}",neutral,0.7749,0,"['Jason Varitek', 'Carlton Fisk\\u002c Rich', 'BOS']"
731,Do anybody else agree that Cole and Kendrick did better on each other song with the black friday,2024-09-15,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,anybody else agree cole kendrick better song black friday,"['anybody', 'else', 'agree', 'cole', 'kendrick', 'better', 'song', 'black', 'friday']",9,57,positive,0.4685,"{np.str_('negative'): 0.1504, np.str_('neutral'): 0.3811, np.str_('positive'): 0.4685}",labeled,neutral,0.8028,"{'neutral': 0.8028, 'positive': 0.152, 'negative': 0.0452}",neutral,0.6341,1,['Kendrick']
732,engagingly captures the maddening and magnetic ebb and flow of friendship .,2024-09-30,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,engagingly capture maddening magnetic ebb flow friendship,"['engagingly', 'capture', 'maddening', 'magnetic', 'ebb', 'flow', 'friendship']",7,57,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.7172,"{'neutral': 0.7172, 'positive': 0.196, 'negative': 0.0867}",neutral,0.5663,1,[]
733,Last day of Eid is feeling like Sunday before Monday.,2024-09-28,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,last day eid feeling like sunday monday,"['last', 'day', 'eid', 'feeling', 'like', 'sunday', 'monday']",7,39,neutral,0.4387,"{np.str_('negative'): 0.2059, np.str_('neutral'): 0.4387, np.str_('positive'): 0.3554}",labeled,neutral,0.678,"{'neutral': 0.678, 'positive': 0.2643, 'negative': 0.0577}",neutral,0.5823,0,[]
734,Is anyone going to AC/DC at Ford field next Tuesday?,2024-04-19,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,anyone going acdc ford field next tuesday,"['anyone', 'going', 'acdc', 'ford', 'field', 'next', 'tuesday']",7,41,positive,0.5076,"{np.str_('negative'): 0.2264, np.str_('neutral'): 0.2661, np.str_('positive'): 0.5076}",labeled,neutral,0.9299,"{'neutral': 0.9299, 'positive': 0.0535, 'negative': 0.0166}",neutral,0.6644,1,"['Ford', 'AC/DC']"
735,FEC hold farewell session for seven ministers - President Goodluck Jonathan on Wednesday led the Federal Executive...,2025-01-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,fec hold farewell session seven minister president goodluck jonathan wednesday led federal executive,"['fec', 'hold', 'farewell', 'session', 'seven', 'minister', 'president', 'goodluck', 'jonathan', 'wednesday', 'led', 'federal', 'executive']",13,100,neutral,0.5491,"{np.str_('negative'): 0.1855, np.str_('neutral'): 0.5491, np.str_('positive'): 0.2654}",labeled,positive,0.5962,"{'positive': 0.5962, 'neutral': 0.3902, 'negative': 0.0136}",positive,0.4639,1,"['Goodluck Jonathan', 'Federal Executive']"
736,"@user @user @user @user Madonna's albums may flop, but she can still gross high from a tour nowadays.",2024-09-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,madonna album may flop but still gross high tour nowadays,"['madonna', 'album', 'may', 'flop', 'but', 'still', 'gross', 'high', 'tour', 'nowadays']",10,57,neutral,0.3978,"{np.str_('negative'): 0.2386, np.str_('neutral'): 0.3978, np.str_('positive'): 0.3637}",labeled,neutral,0.6816,"{'neutral': 0.6816, 'negative': 0.2161, 'positive': 0.1023}",neutral,0.5681,0,"[""@user Madonna's""]"
